	Unnamed: 0	year	target	target_form	L	target_msd	masked_text	orig_text	target_i	A	B	msd	logit_A	logit_B
1067	1067	1880	tai	tai	23	SUBCAT_CC	Salsan Valtakunnassa ja Preussissa tw lee yhä omituisemmaksi , niin että sila perustuslaillisen hallitusmuodon lannalta tuskin » oipi puolustaalaan MATCH edes lasittöäläso .	Salsan Valtakunnassa ja Preussissa tw lee yhä omituisemmaksi , niin että sila perustuslaillisen hallitusmuodon lannalta tuskin » oipi puolustaalaan tai edes lasittöäläso .	19	eli	tai	SUBCAT_CC	5.803857326507568	8.739400863647461
1068	1068	1880	tai	tai	58	SUBCAT_CC	Marsinkin tämän suwen aikana on muuttanut monta suomalaista etsimään onneansa , taikka asewelwollisuutta pakoon , ja niiden seassa myös minät n , yksi , suomen mie » linen ja kielinen weikkonen , en onnen etsimisen mielellä enkä asewelwollisuutta paeten ; waan nähdäkseni ja tullakseni enemmältä tuutemaan maailman laweutta ja ihmisten elämää knin tuwan seinän MATCH kotoweräjän ulkopuolelta .	Marsinkin tämän suwen aikana on muuttanut monta suomalaista etsimään onneansa , taikka asewelwollisuutta pakoon , ja niiden seassa myös minät n , yksi , suomen mie » linen ja kielinen weikkonen , en onnen etsimisen mielellä enkä asewelwollisuutta paeten ; waan nähdäkseni ja tullakseni enemmältä tuutemaan maailman laweutta ja ihmisten elämää knin tuwan seinän tai kotoweräjän ulkopuolelta .	54	eli	tai	SUBCAT_CC	8.331647872924805	8.741836547851562
1069	1069	1880	tai	tai	56	SUBCAT_CC	Jokainen , joka mahankin on syyspuolella kämellyt marjaisilla metsämailla , missä metsot , teeret ja muut oimalliset paisti » aineet paraikaa käymät lihomassa , on mannaankin tuon tuoStakin huomannut polkujen poikki asetettuja laitoksia , milloin loukkuja , milloin ansoja , milloin permiä MATCH satimia , jotka odottamat lintu-parkoia , malmistaatsensa niille' useasti sangen kiduttaman kuoleman .	Jokainen , joka mahankin on syyspuolella kämellyt marjaisilla metsämailla , missä metsot , teeret ja muut oimalliset paisti » aineet paraikaa käymät lihomassa , on mannaankin tuon tuoStakin huomannut polkujen poikki asetettuja laitoksia , milloin loukkuja , milloin ansoja , milloin permiä tai satimia , jotka odottamat lintu-parkoia , malmistaatsensa niille' useasti sangen kiduttaman kuoleman .	42	eli	tai	SUBCAT_CC	8.143289566040039	11.468469619750977
1070	1070	1880	tai	tai	20	SUBCAT_CC	Johan Tuisku on jo itänänsä joko yksin MATCH toisten seurassa ollut noin 200 suden panoilta poisottamisessa , kertoo Koi .	Johan Tuisku on jo itänänsä joko yksin tai toisten seurassa ollut noin 200 suden panoilta poisottamisessa , kertoo Koi .	7	eli	tai	SUBCAT_CC	10.441493034362793	20.89571762084961
1071	1071	1880	tai	tai	31	SUBCAT_CC	Jos sen laiminlyöpi , hän saa olla siitä makuutettu että hän heitetään alas kaimantoihin eikä saa enää nähä auringon maloa , ennenkun ha >ta saatetaan toiseen MATCH toiseen hospitaliin kuolemaan .	Jos sen laiminlyöpi , hän saa olla siitä makuutettu että hän heitetään alas kaimantoihin eikä saa enää nähä auringon maloa , ennenkun ha >ta saatetaan toiseen tai toiseen hospitaliin kuolemaan .	26	eli	tai	SUBCAT_CC	7.853972911834717	14.8418550491333
1072	1072	1880	tai	tai	44	SUBCAT_CC	Koko kaupunki , rikkaat kuin köyhät , » vanhat kuin nuoret , kaivelee ja juttelee iloisesti , laulelee ja soittelee myöhään yöhön asti täällä kukkien ja koiwujcn » välillä MATCH Wäinän rannoilla taikka myös soutelee itse joella kukilla ja lehwillä koristetuissa » veneissä .	Koko kaupunki , rikkaat kuin köyhät , » vanhat kuin nuoret , kaivelee ja juttelee iloisesti , laulelee ja soittelee myöhään yöhön asti täällä kukkien ja koiwujcn » välillä tai Wäinän rannoilla taikka myös soutelee itse joella kukilla ja lehwillä koristetuissa » veneissä .	29	eli	tai	SUBCAT_CC	5.214417934417725	6.9628448486328125
1073	1073	1880	tai	tai	59	SUBCAT_CC	Näitä kirjoituksia walaisee useat enemmän MATCH wähennnän onnistuneet tumat , nimittäin Suuriruhtinaan ja Suuriruh^ tinatar wainajan selä Nordenskiöldin muototumat ; kolme tumaa Nordenskiöldin mat - talia niinluin myöskin Europan ja Aasi « n pohjoisen rannikon kartta ; Helsingin alteisopiston ja tansalirjaeton rakennukset ; ylsi lumaus ylioopilasten kansatieteellisestä museosta ( Tupa Antrean pitäjästä ) , setä Nousiaisten lirkon tuma .	Näitä kirjoituksia walaisee useat enemmän tai wähennnän onnistuneet tumat , nimittäin Suuriruhtinaan ja Suuriruh^ tinatar wainajan selä Nordenskiöldin muototumat ; kolme tumaa Nordenskiöldin mat - talia niinluin myöskin Europan ja Aasi « n pohjoisen rannikon kartta ; Helsingin alteisopiston ja tansalirjaeton rakennukset ; ylsi lumaus ylioopilasten kansatieteellisestä museosta ( Tupa Antrean pitäjästä ) , setä Nousiaisten lirkon tuma .	5	eli	tai	SUBCAT_CC	4.363466739654541	5.780369281768799
1074	1074	1880	tai	tai	43	SUBCAT_CC	HHU ksi salwettu ajoporo , piem rautakello kau- lassa on pois juossut tienoiltamme , jouka wuosi tukaperiu ostin Suomussalmelta , lie se sinne MATCH muualle ilmaunut niin olkoot hywät ja antakoot tiedon palkintoa wastaan Kuhmoon , Katerman kylään , metsänwartija Lauri Piiraiselle .	HHU ksi salwettu ajoporo , piem rautakello kau- lassa on pois juossut tienoiltamme , jouka wuosi tukaperiu ostin Suomussalmelta , lie se sinne tai muualle ilmaunut niin olkoot hywät ja antakoot tiedon palkintoa wastaan Kuhmoon , Katerman kylään , metsänwartija Lauri Piiraiselle .	23	eli	tai	SUBCAT_CC	4.00446891784668	11.831297874450684
1075	1075	1880	tai	tai	104	SUBCAT_CC	Kun tassa sanotaan etta prokuraatori on kenraalikuwernöörille apuna etta sekä maan yleistä lakia etta muita , äsctuksia , sääntöjä , wirkaohjeita , ja etu-oikeutsia kaikissa wirkaftaikoissa noudatetaan ja waarinotetaan , sekä etta jokainen wirkamies rehellisesti täyttää wclwollisuutensa , niin ett'ci ku » kaän ylhäinen taikka alhainen , rikas taikka köyhä tule luwallisessa oikeudessaan kärsimään , niin on aiwan sclwä ett'ci ohjeessa proku » raatorille määrätty walwonta kaipaa mitään nimen-omaista prokuraatorin wirastossa tehtyä kän° netta , waan lienee se tämiin lam ja asetusten ylimmäiseksi wartijatsi asetetun wirkamiehen wclwollisuus torjua wääryyttä milloin ikinä hänelle tietö on tapahtuneesta laiminlyömisestä tai wääryydestä yhdellä MATCH toisella tawalla tullut .	Kun tassa sanotaan etta prokuraatori on kenraalikuwernöörille apuna etta sekä maan yleistä lakia etta muita , äsctuksia , sääntöjä , wirkaohjeita , ja etu-oikeutsia kaikissa wirkaftaikoissa noudatetaan ja waarinotetaan , sekä etta jokainen wirkamies rehellisesti täyttää wclwollisuutensa , niin ett'ci ku » kaän ylhäinen taikka alhainen , rikas taikka köyhä tule luwallisessa oikeudessaan kärsimään , niin on aiwan sclwä ett'ci ohjeessa proku » raatorille määrätty walwonta kaipaa mitään nimen-omaista prokuraatorin wirastossa tehtyä kän° netta , waan lienee se tämiin lam ja asetusten ylimmäiseksi wartijatsi asetetun wirkamiehen wclwollisuus torjua wääryyttä milloin ikinä hänelle tietö on tapahtuneesta laiminlyömisestä tai wääryydestä yhdellä tai toisella tawalla tullut .	99	eli	tai	SUBCAT_CC	6.235274791717529	16.215778350830078
1076	1076	1880	tai	tai	52	SUBCAT_CC	Kun paikalle tullut uusi wahti lähetti sotamiehensä » vahingoittuneen » vahdin sijaan , eiwät uämät lähteneet pois , tarkasti täyttäen määräystä » vahti-palweluksessa , etteiwät he » vahdissa ollessaan saa totella kenenkään muiden käskyä knin H. M. Keisarin , sen komentaman upserin , ala-upserin MATCH gefreiterin , joka heidät on asettanut .	Kun paikalle tullut uusi wahti lähetti sotamiehensä » vahingoittuneen » vahdin sijaan , eiwät uämät lähteneet pois , tarkasti täyttäen määräystä » vahti-palweluksessa , etteiwät he » vahdissa ollessaan saa totella kenenkään muiden käskyä knin H. M. Keisarin , sen komentaman upserin , ala-upserin tai gefreiterin , joka heidät on asettanut .	44	eli	tai	SUBCAT_CC	10.684738159179688	13.968530654907227
1077	1077	1880	tai	tai	21	SUBCAT_CC	d ) Vanhoja meistokumia ja tauluja , joilla on taioearmo , historiallisten MATCH muuten merkillisten henkilöin muotokumia , pukukuwia y. m.	d ) Vanhoja meistokumia ja tauluja , joilla on taioearmo , historiallisten tai muuten merkillisten henkilöin muotokumia , pukukuwia y. m.	12	eli	tai	SUBCAT_CC	9.987016677856445	18.028425216674805
1078	1078	1880	tai	tai	39	SUBCAT_CC	Suuretieteen ja fysilan tuttija , waillapa hän ollsilin fangen etewä ja suurella halulla ja innoStulsella jat luist lultlmulsiansa , niin että päiwä päiwältä ediSlyy opinharjoitulsissaan , tulee uiein huonommin toimeen elämänsä puoleSta luin kohtuullisen taitawa suutarin MATCH raätälinlisälli .	Suuretieteen ja fysilan tuttija , waillapa hän ollsilin fangen etewä ja suurella halulla ja innoStulsella jat luist lultlmulsiansa , niin että päiwä päiwältä ediSlyy opinharjoitulsissaan , tulee uiein huonommin toimeen elämänsä puoleSta luin kohtuullisen taitawa suutarin tai raätälinlisälli .	36	eli	tai	SUBCAT_CC	7.813315391540527	10.803119659423828
1079	1079	1880	tai	tai	47	SUBCAT_CC	40 § . Kassan puhtaat rahat sekä korkoa kasmamat maltiopaperit ja melkasetelit ynnä asianomaisten lainan saajain antamat » velkakirjat säilytetään rautaisessa kaapissa MATCH kirstussa , joka on » varustettu kahdella lukolla , joihin puheenjohtajalla tai jommallakummalla johtokunnan muista jäsenistä setä rahalvartialla on kumpaisellakin alvai » mensa .	40 § . Kassan puhtaat rahat sekä korkoa kasmamat maltiopaperit ja melkasetelit ynnä asianomaisten lainan saajain antamat » velkakirjat säilytetään rautaisessa kaapissa tai kirstussa , joka on » varustettu kahdella lukolla , joihin puheenjohtajalla tai jommallakummalla johtokunnan muista jäsenistä setä rahalvartialla on kumpaisellakin alvai » mensa .	22	eli	tai	SUBCAT_CC	12.517760276794434	14.05090045928955
1080	1080	1880	tai	tai	40	SUBCAT_CC	Perustettu umouna 1782 , palowakuuttaa rakennuksia , irtainta omaisuutta , tawara-warastoja katon alla . MATCH tai * wasalla , pacaastaan rakettawia tai Haminassa olewia laiwoja sekä kaupungissa että maalla ja tästä lähin myöskin tehtaita edullisimmilla ehdoilla helppoja palkintoja wastaan .	Perustettu umouna 1782 , palowakuuttaa rakennuksia , irtainta omaisuutta , tawara-warastoja katon alla . tai tai * wasalla , pacaastaan rakettawia tai Haminassa olewia laiwoja sekä kaupungissa että maalla ja tästä lähin myöskin tehtaita edullisimmilla ehdoilla helppoja palkintoja wastaan .	14	eli	tai	SUBCAT_CC	5.1241135597229	6.680477619171143
1081	1081	1880	tai	tai	26	SUBCAT_CC	Tai luuletteko oikean lapsen kipujaau ja tuskiaan walittelewan ensimmäisenä » vieraalle ; MATCH juokseeko hän kylään kujertamaan nälkäänsä , janoonsa , Viluansa j. n. e. ?	Tai luuletteko oikean lapsen kipujaau ja tuskiaan walittelewan ensimmäisenä » vieraalle ; tai juokseeko hän kylään kujertamaan nälkäänsä , janoonsa , Viluansa j. n. e. ?	12	eli	tai	SUBCAT_CC	10.844766616821289	15.568257331848145
1082	1082	1880	tai	tai	32	SUBCAT_CC	"2fi . % Km Korjausosasto ( taifft joilla fiutnen MATCH lvalkoncu nauha oli ) pyydctaä » kokoontumaan ensi sunnuntaina 1 "" i päilvä helmikuuta kello 8 e. p. p. Osaston warapäälliltö ."	"2fi . % Km Korjausosasto ( taifft joilla fiutnen tai lvalkoncu nauha oli ) pyydctaä » kokoontumaan ensi sunnuntaina 1 "" i päilvä helmikuuta kello 8 e. p. p. Osaston warapäälliltö ."	9	eli	tai	SUBCAT_CC	5.127818584442139	8.005751609802246
1083	1083	1880	tai	tai	98	SUBCAT_CC	Laissa on muun muassa seuraamat määräykset : Kapteeni , laiwan omistaja MATCH asiamies ei saa laskea maalle Amerikassa ketään joka muoden kuluessa sitä ennen on häpeällisen rikoksen muoksi ollut mankeudssa ja päästetty mapaakli sev lupauksen nojalla että aikoo muuttaa Amerikaan ; tai joka kuuden kuukauden killuessa sitä ennen on ollut suljettuna hulluinhuoneesen , köyhäin kotiin , tai joka on saavut julkista apua ; myös ei saa hän laskea maalle ketään , joka on kykenemätön itseänsä elättämään ja jolla ei ole sukulaisia mukana , jotka siinä tapauksessa olisiwat Malmiit häntä elättämään / niin ettei hän joudu maltiolle rasitukseksi .	Laissa on muun muassa seuraamat määräykset : Kapteeni , laiwan omistaja tai asiamies ei saa laskea maalle Amerikassa ketään joka muoden kuluessa sitä ennen on häpeällisen rikoksen muoksi ollut mankeudssa ja päästetty mapaakli sev lupauksen nojalla että aikoo muuttaa Amerikaan ; tai joka kuuden kuukauden killuessa sitä ennen on ollut suljettuna hulluinhuoneesen , köyhäin kotiin , tai joka on saavut julkista apua ; myös ei saa hän laskea maalle ketään , joka on kykenemätön itseänsä elättämään ja jolla ei ole sukulaisia mukana , jotka siinä tapauksessa olisiwat Malmiit häntä elättämään / niin ettei hän joudu maltiolle rasitukseksi .	11	eli	tai	SUBCAT_CC	8.299445152282715	14.047182083129883
1084	1084	1880	tai	tai	21	SUBCAT_CC	Mutta ei hän sitä muistanut yhtämähän kuin hän olisi muistanut omaa syntymäpäimäänsä MATCH yleensä mitä päimää tai päimän lukua hymänsä .	Mutta ei hän sitä muistanut yhtämähän kuin hän olisi muistanut omaa syntymäpäimäänsä tai yleensä mitä päimää tai päimän lukua hymänsä .	12	eli	tai	SUBCAT_CC	10.849885940551758	15.474056243896484
1085	1085	1880	tai	tai	64	SUBCAT_CC	Mutta tama oikeus on hänellä rajaton ainoastaan , miten jo sanoimme , häneen itsecn katsoen , sillä useinkin toiset ihmiset rajoittawat hanen oikeutensa joko sillä , ett'ciwät ymmärrä sitä kieltä , mitä joku kunnioitettu kosmopoliiti milloinkin heille tahtoo haastaa , taikka sillä , etta eiwät tahdo sitä kuulla , wieläpä silläkin , etta sillä MATCH sillä kiclellä ci ole oikeutta kuulua sillä alalla .	Mutta tama oikeus on hänellä rajaton ainoastaan , miten jo sanoimme , häneen itsecn katsoen , sillä useinkin toiset ihmiset rajoittawat hanen oikeutensa joko sillä , ett'ciwät ymmärrä sitä kieltä , mitä joku kunnioitettu kosmopoliiti milloinkin heille tahtoo haastaa , taikka sillä , etta eiwät tahdo sitä kuulla , wieläpä silläkin , etta sillä tai sillä kiclellä ci ole oikeutta kuulua sillä alalla .	54	eli	tai	SUBCAT_CC	7.955285549163818	12.65986442565918
1086	1086	1880	tai	tai	85	SUBCAT_CC	"Kolme Viikkoa tuhlattiin täten äärettömän paljon mustetta ja puhdasta paperia sekä enemmän MATCH wä « hemmän selwäa järkeä ja aiottiin juuri piirtää tapaus katoamattomilla piirteinä historian lehdille , silloin wasta Ssinxi VarziniSsa sanan Virkkoi , noin nimesi "" : En ole kirjoittanut moista kirjettä koS> kaan' . ' Harmittihan tuo hiukan kaikkia , po ! itikoitsijoita' , mutta mikäs auttaa , ufi « koa täytyy , sillä ei ole juuri syytä luulla että tuo . rehellinen wälikauppiaS "" tällai » seSsa asiassa » valehtelisi ."	"Kolme Viikkoa tuhlattiin täten äärettömän paljon mustetta ja puhdasta paperia sekä enemmän tai wä « hemmän selwäa järkeä ja aiottiin juuri piirtää tapaus katoamattomilla piirteinä historian lehdille , silloin wasta Ssinxi VarziniSsa sanan Virkkoi , noin nimesi "" : En ole kirjoittanut moista kirjettä koS> kaan' . ' Harmittihan tuo hiukan kaikkia , po ! itikoitsijoita' , mutta mikäs auttaa , ufi « koa täytyy , sillä ei ole juuri syytä luulla että tuo . rehellinen wälikauppiaS "" tällai » seSsa asiassa » valehtelisi ."	12	eli	tai	SUBCAT_CC	2.803903102874756	2.86580228805542
1087	1087	1880	tai	tai	23	SUBCAT_CC	Myös shiitiläi » nen muhamettilainen sulkee vaimoväkensi haremin ristikon taakse , sittenkun on heidät tavallansa ostanut maksamalla vanhemmille suuremman MATCH pienemmän summan .	Myös shiitiläi » nen muhamettilainen sulkee vaimoväkensi haremin ristikon taakse , sittenkun on heidät tavallansa ostanut maksamalla vanhemmille suuremman tai pienemmän summan .	19	eli	tai	SUBCAT_CC	8.604780197143555	15.272552490234375
1088	1088	1880	tai	tai	60	SUBCAT_CC	Jokainen , joka roähänkin on syyspuo » lella tärvellyt marjaisilla metsämailla , missä metsot , teeret ja muut oiwalliset paisti . aineet paraikaa käymät lihomassa , on Varmaankin tuon tuostakin huoman » nut polkujen poikki asetettuja laitoksia , milloin loukkuja , milloin ansoja , milloin permiä MATCH satimia , jotka odottamat lintu-partoja , walmistaaksetisa niille useasti sangen kiduttaman kuoleman .	Jokainen , joka roähänkin on syyspuo » lella tärvellyt marjaisilla metsämailla , missä metsot , teeret ja muut oiwalliset paisti . aineet paraikaa käymät lihomassa , on Varmaankin tuon tuostakin huoman » nut polkujen poikki asetettuja laitoksia , milloin loukkuja , milloin ansoja , milloin permiä tai satimia , jotka odottamat lintu-partoja , walmistaaksetisa niille useasti sangen kiduttaman kuoleman .	46	eli	tai	SUBCAT_CC	8.818811416625977	12.323333740234375
1089	1089	1880	tai	tai	25	SUBCAT_CC	Gladstone mustaa Valssille : Hän ei tiedä , että Kiinaan meneville » venäläisille sotalaimoille on sallittu ottaa tarpei tansa Adenissa MATCH muissa brittiläisissä satamissa .	Gladstone mustaa Valssille : Hän ei tiedä , että Kiinaan meneville » venäläisille sotalaimoille on sallittu ottaa tarpei tansa Adenissa tai muissa brittiläisissä satamissa .	20	eli	tai	SUBCAT_CC	8.4751558303833	15.15677547454834
1090	1090	1880	tai	tai	84	_	Kauppayhdisty^Helsingissä 1321 ( 3 3 ) Asianomaisten tiedolsi ilmoitetaan tämän lautta , että ne henget , jolta roaatiitat eläfettä MATCH apua tiiman kaupungin fauppafeuran uenfloni » ja opulaitofeSta ilmoittalont siitä firulli^Sti enflntuJeiuait toukokuun lillu » lssa fauppatibbisttjtien eduSmiehille , liittäen myiltä asian- omaiset todistulset : 1 » perheenjäsenten lufumäärästä , ijoftä ja maineesta , selii 2 ) oikealsi todistetun lopian miehen tai « län tai öitin luoleman jälteen tehdySlä falunftrioituffeSta ios s:m< moista ei moida hanttia , muun lelmilylsen perbeen ira * rallisuudentilnSta .	Kauppayhdisty^Helsingissä 1321 ( 3 3 ) Asianomaisten tiedolsi ilmoitetaan tämän lautta , että ne henget , jolta roaatiitat eläfettä tai apua tiiman kaupungin fauppafeuran uenfloni » ja opulaitofeSta ilmoittalont siitä firulli^Sti enflntuJeiuait toukokuun lillu » lssa fauppatibbisttjtien eduSmiehille , liittäen myiltä asian- omaiset todistulset : 1 » perheenjäsenten lufumäärästä , ijoftä ja maineesta , selii 2 ) oikealsi todistetun lopian miehen tai « län tai öitin luoleman jälteen tehdySlä falunftrioituffeSta ios s:m< moista ei moida hanttia , muun lelmilylsen perbeen ira * rallisuudentilnSta .	19	eli	tai	_	4.356051921844482	6.722144603729248
1091	1091	1880	tai	tai	93	SUBCAT_CC	20 m. Wakuutus ©fake-t ) l ) tt0 SKANDIA Tukholmassa antaa : Hengemvakuutuksia , C^itnfurfoja , Pääoma-wakuutuksia , y. m. , kaikille ikäluokille , osuudella Vhtiön woitossa taikka ilman sitä ; sekä Palowakuutuksia , niinhywin tawallista tulipaloa kvin salaman ia höyryn tai tv aiota af un remahtamisen kautta syntyneitä wahingoita wastaan rakennuksissa , yksityisten irtaimessa omaisuudessa , tawarawarastoissa , koneissa ja tehtaitten tai maanwiljelijäin kalvissa , katoksessa tai taiwas-alla olewissa tawaroissa , tekeillä MATCH wesillä olewissa laiwoissa ; rautateillä kuletettawissa tawaroissa , v. m. ; kaikki edullisimmilla ehdoilla määrättyihin helppoihin mak- suihin .	20 m. Wakuutus ©fake-t ) l ) tt0 SKANDIA Tukholmassa antaa : Hengemvakuutuksia , C^itnfurfoja , Pääoma-wakuutuksia , y. m. , kaikille ikäluokille , osuudella Vhtiön woitossa taikka ilman sitä ; sekä Palowakuutuksia , niinhywin tawallista tulipaloa kvin salaman ia höyryn tai tv aiota af un remahtamisen kautta syntyneitä wahingoita wastaan rakennuksissa , yksityisten irtaimessa omaisuudessa , tawarawarastoissa , koneissa ja tehtaitten tai maanwiljelijäin kalvissa , katoksessa tai taiwas-alla olewissa tawaroissa , tekeillä tai wesillä olewissa laiwoissa ; rautateillä kuletettawissa tawaroissa , v. m. ; kaikki edullisimmilla ehdoilla määrättyihin helppoihin mak- suihin .	73	eli	tai	SUBCAT_CC	4.606418609619141	7.351806640625
1092	1092	1880	tai	tai	136	SUBCAT_CC	"Itse ympäry^tötin : kummalliset , manhat huonekalut , joilla tämäkin huone , jossa he teetä joimat , oli koristettu ; haaweellisesli luwatut jumalat ja jumalattaret , paimenet ja paimenettaret laumoineen , jotka muotokuwain werosta peittiwät tämän huoneen 'emiä ; kutitettu teekannu Dreodenin posliinista , josta Roosa kaatoi luotsuamaa juomaa kummallisen muotoisiin kuppeihin ; haaranailien lyntliläjalka tilcislasista , jossa lolme sangen maloisaa tynttilää paloi — kreimistä tuntui tuin olisi hän jo tulemattomia kertoja syönyt tältä pöytäliinalta , johon Leonardo da Vincin , ehtooNinen "" ja wuosilulu 1729 oli kudottu , ssreimi oli liian onnellinen moidalseen olla hywin puhelias , maikka hän t>M otti taitamaSli osaa leotusteluun ; mutta matloistaantin kertoessaan MATCH tun hänen täytyi manhalle herralle lausua ajatuksensa tahmi- ja tee-lullista — aina etsimät hänen silmänsä Roosan silmiä , jotta pyiyimät toto illan iloisina , meitlttamaisina ."	"Itse ympäry^tötin : kummalliset , manhat huonekalut , joilla tämäkin huone , jossa he teetä joimat , oli koristettu ; haaweellisesli luwatut jumalat ja jumalattaret , paimenet ja paimenettaret laumoineen , jotka muotokuwain werosta peittiwät tämän huoneen 'emiä ; kutitettu teekannu Dreodenin posliinista , josta Roosa kaatoi luotsuamaa juomaa kummallisen muotoisiin kuppeihin ; haaranailien lyntliläjalka tilcislasista , jossa lolme sangen maloisaa tynttilää paloi — kreimistä tuntui tuin olisi hän jo tulemattomia kertoja syönyt tältä pöytäliinalta , johon Leonardo da Vincin , ehtooNinen "" ja wuosilulu 1729 oli kudottu , ssreimi oli liian onnellinen moidalseen olla hywin puhelias , maikka hän t>M otti taitamaSli osaa leotusteluun ; mutta matloistaantin kertoessaan tai tun hänen täytyi manhalle herralle lausua ajatuksensa tahmi- ja tee-lullista — aina etsimät hänen silmänsä Roosan silmiä , jotta pyiyimät toto illan iloisina , meitlttamaisina ."	109	eli	tai	SUBCAT_CC	2.161623001098633	3.093005657196045
1093	1093	1880	tai	tai	31	SUBCAT_CC	Huutokaupassa sekä « nnen sitä toimitusmie » hi'^t tehdyt larjoutset asetetaan wellojain MATCH » lastettgwilsi . jola . selä että toimltuSmithtt an- tawat lähimpiä tietoja asiasta , täten ilmoite- aan .	Huutokaupassa sekä « nnen sitä toimitusmie » hi'^t tehdyt larjoutset asetetaan wellojain tai » lastettgwilsi . jola . selä että toimltuSmithtt an- tawat lähimpiä tietoja asiasta , täten ilmoite- aan .	12	eli	tai	SUBCAT_CC	4.023263931274414	6.755806922912598
1094	1094	1880	tai	tai	45	SUBCAT_CC	— Tässä luottamuksessa käännyn ensiksi pääkaupungin asukasten puoleen , jotka owat olleet tawattomain hirmutöiden lähimpinä todis » tajina , hartaalla pyynnöllä että lewollisesti ja arwolkaasti katsoisiwat tulewaisuutta lohden eiwättä antaisi itseänsä eksyttää il » keillä MATCH kewytmielisillä kuiskututsilla , pv » heillä ja huhuilla .	— Tässä luottamuksessa käännyn ensiksi pääkaupungin asukasten puoleen , jotka owat olleet tawattomain hirmutöiden lähimpinä todis » tajina , hartaalla pyynnöllä että lewollisesti ja arwolkaasti katsoisiwat tulewaisuutta lohden eiwättä antaisi itseänsä eksyttää il » keillä tai kewytmielisillä kuiskututsilla , pv » heillä ja huhuilla .	35	eli	tai	SUBCAT_CC	10.138203620910645	11.282151222229004
1095	1095	1880	tai	tai	128	SUBCAT_CC	"— Tässä kaimoljessa saapi wilras waSta oikean käsityksen maan alaisesta elämästä ; täällä näkee hän mas » ta mitä w. -rten metsät ympärisiöSsä raiskataan monen neliöpenintulman alalta joka umcsi ; täällä näissä pitkissä , hiljaisissa , synkissä , kosteissa käytäwissä lirisewine lähteineen näkee hän seinät ja katon paksuilla mustuneilla hirsillä peitetyiksi ja tuetuiksi ; täällä hän saapi tietää eltä joka tonni malmia , joka käytawästä otetaan , on pak » sulla kestämällä tukeella palkittava , ettei kaikki sorru alas ; paljailla paikoilla , MATCH missä seinä on murtunut sijaan , näkee hänen hämmästyneet silmänsä rikkaita hopeasuonia ja tavtäwän päässä kaiwawat rote » wat cornwallilaiset ja irlantilaiset lapioilla ja kuokilla , sillä aikaa kuin , koirat "" rata » liskoja myöten juoksemat aukolle ja kaatamat malmin siellä koreihin ."	"— Tässä kaimoljessa saapi wilras waSta oikean käsityksen maan alaisesta elämästä ; täällä näkee hän mas » ta mitä w. -rten metsät ympärisiöSsä raiskataan monen neliöpenintulman alalta joka umcsi ; täällä näissä pitkissä , hiljaisissa , synkissä , kosteissa käytäwissä lirisewine lähteineen näkee hän seinät ja katon paksuilla mustuneilla hirsillä peitetyiksi ja tuetuiksi ; täällä hän saapi tietää eltä joka tonni malmia , joka käytawästä otetaan , on pak » sulla kestämällä tukeella palkittava , ettei kaikki sorru alas ; paljailla paikoilla , tai missä seinä on murtunut sijaan , näkee hänen hämmästyneet silmänsä rikkaita hopeasuonia ja tavtäwän päässä kaiwawat rote » wat cornwallilaiset ja irlantilaiset lapioilla ja kuokilla , sillä aikaa kuin , koirat "" rata » liskoja myöten juoksemat aukolle ja kaatamat malmin siellä koreihin ."	83	eli	tai	SUBCAT_CC	8.827872276306152	10.166084289550781
1096	1096	1880	tai	tai	56	SUBCAT_CC	""" Sopimattomista sanoista ja fanan muodoista , joita on poistettu , tahtoo komitea erittäin , ettei täta sen tointa wäärin Ymmärrettäisi , mainita tuon wanhassa wirsikirjassa niin ylenmäarin wiljellyn raa'an p i r u- fanan , jonka siaan on pantu sciädyllisemmät ja raamatun kielen mukaisemmat sanat s a a t a n a MATCH Perkele ."	""" Sopimattomista sanoista ja fanan muodoista , joita on poistettu , tahtoo komitea erittäin , ettei täta sen tointa wäärin Ymmärrettäisi , mainita tuon wanhassa wirsikirjassa niin ylenmäarin wiljellyn raa'an p i r u- fanan , jonka siaan on pantu sciädyllisemmät ja raamatun kielen mukaisemmat sanat s a a t a n a tai Perkele ."	53	eli	tai	SUBCAT_CC	7.345106601715088	7.4191765785217285
